Skill,hierarchy_level_1,count_in_uae,count_in_us
Sanitization,3 - technicians and associate professionals,53,175
Sanitization,4 - clerical support workers,56,0
Sanitization,5 - service and sales workers,76,22
Sanitization,7 - craft and related trades workers,14,39
Sanitization,8 - plant and machine operators and assemblers,11,2
Sanitization,9 - elementary occupations,40,10
Sanity Testing,1 - managers,10,7
Sanity Testing,2 - professionals,32,7
Sanity Testing,3 - technicians and associate professionals,6,1
Sanity Testing,4 - clerical support workers,1,0
Sanity Testing,5 - service and sales workers,1,0
Sanity Testing,7 - craft and related trades workers,2,2
Sapui5,1 - managers,1,3
Sapui5,2 - professionals,10,56
Sapui5,3 - technicians and associate professionals,1,9
Sapui5,7 - craft and related trades workers,1,0
Sarbanes-Oxley Act (SOX) Compliance,1 - managers,90,131
Sarbanes-Oxley Act (SOX) Compliance,2 - professionals,202,534
Sarbanes-Oxley Act (SOX) Compliance,3 - technicians and associate professionals,40,69
Sarbanes-Oxley Act (SOX) Compliance,4 - clerical support workers,15,23
Sarbanes-Oxley Act (SOX) Compliance,5 - service and sales workers,11,37
Sarbanes-Oxley Act (SOX) Compliance,8 - plant and machine operators and assemblers,1,2
Sassy Cascading Style Sheets (SCSS),1 - managers,3,6
Sassy Cascading Style Sheets (SCSS),2 - professionals,111,90
Sassy Cascading Style Sheets (SCSS),3 - technicians and associate professionals,4,2
Satellite Assembly,2 - professionals,1,5
Satellite Communications,1 - managers,9,12
Satellite Communications,2 - professionals,27,66
Satellite Communications,3 - technicians and associate professionals,5,11
Satellite Communications,4 - clerical support workers,1,0
Satellite Communications,7 - craft and related trades workers,8,17
Satellite Communications,8 - plant and machine operators and assemblers,3,0
