Job Title,Algeria Count,Standardized Percentage Algeria,Bahrain Count,Standardized Percentage Bahrain,Djibouti Count,Standardized Percentage Djibouti,Egypt Count,Standardized Percentage Egypt,Iraq Count,Standardized Percentage Iraq,Jordan Count,Standardized Percentage Jordan,Kuwait Count,Standardized Percentage Kuwait,Lebanon Count,Standardized Percentage Lebanon,Libya Count,Standardized Percentage Libya,Mauritania Count,Standardized Percentage Mauritania,Morocco Count,Standardized Percentage Morocco,Oman Count,Standardized Percentage Oman,Palestine Count,Standardized Percentage Palestine,Qatar Count,Standardized Percentage Qatar,Saudi Arabia Count,Standardized Percentage Saudi Arabia,Somalia Count,Standardized Percentage Somalia,Sudan Count,Standardized Percentage Sudan,Syria Count,Standardized Percentage Syria,Tunisia Count,Standardized Percentage Tunisia,United Arab Emirates Count,Standardized Percentage United Arab Emirates,Yemen Count,Standardized Percentage Yemen,US Count,Standardized Percentage US
motor vehicle body assembler,,,3,0.0029785,,,6,0.00169536,1,0.00194209,3,0.00351486,27,0.00552608,,,,,,,1,0.00116867,,,,,8,0.00255384,28,0.00506734,,,,,,,,,16,0.0013817,,,18,0.00519615
halal butcher,,,4,0.00397133,,,2,0.00056512,1,0.00194209,1,0.00117162,11,0.00225137,1,0.00064633,,,,,,,,,,,4,0.00127692,9,0.00162879,2,0.00837135,,,,,,,38,0.00328154,,,1,0.00028868
circus artist,,,6,0.00595699,,,94,0.02656058,26,0.05049426,3,0.00351486,61,0.01248485,3,0.00193899,,,,,6,0.00701205,,,2,0.01765848,10,0.0031923,74,0.01339226,3,0.01255703,3,0.02012477,,,3,0.00329558,16,0.0013817,2,0.02001001,6,0.00173205
babysitter,,,212,0.21048033,,,101,0.02853849,1,0.00194209,11,0.01288781,440,0.09005469,42,0.02714581,1,0.01280082,,,1,0.00116867,,,1,0.00882924,413,0.13184189,213,0.03854799,4,0.01674271,,,,,1,0.00109853,495,0.04274641,1,0.010005,11,0.00317543
sewerage maintenance technician,,,,,,,4,0.00113024,1,0.00194209,,,2,0.00040934,2,0.00129266,,,,,,,,,,,9,0.00287307,9,0.00162879,,,,,,,2,0.00219705,24,0.00207255,3,0.03001501,11,0.00317543
upsetting machine operator,,,2,0.00198566,,,8,0.00226047,,,,,8,0.00163736,,,,,,,6,0.00701205,,,,,,,8,0.00144781,,,,,,,4,0.00439411,3,0.00025907,,,,
emergency response worker,,,10,0.00992832,,,37,0.01045469,3,0.00582626,4,0.00468647,23,0.0047074,1,0.00064633,2,0.02560164,,,30,0.03506025,,,5,0.04414621,29,0.00925766,73,0.01321128,6,0.02511406,8,0.05366606,,,16,0.01757643,52,0.00449053,6,0.06003002,48,0.01385641
tobacco products distribution manager,,,1,0.00099283,,,7,0.00197792,3,0.00582626,,,11,0.00225137,5,0.00323164,,,,,,,,,,,11,0.00351153,8,0.00144781,,,,,,,1,0.00109853,12,0.00103628,,,14,0.00404145
building construction worker,,,42,0.04169893,,,39,0.01101981,3,0.00582626,16,0.0187459,295,0.06037757,9,0.00581696,2,0.02560164,,,,,,,,,37,0.0118115,114,0.02063132,7,0.02929974,,,,,1,0.00109853,511,0.04412811,,,145,0.04185791
footwear maintenance technician,,,,,,,2,0.00056512,,,1,0.00117162,11,0.00225137,,,,,,,,,,,,,1,0.00031923,1,0.00018098,,,,,,,1,0.00109853,4,0.00034543,,,1,0.00028868
nuclear reactor operator,,,1,0.00099283,,,5,0.0014128,,,,,1,0.00020467,,,,,,,1,0.00116867,,,,,7,0.00223461,1,0.00018098,,,,,,,12,0.01318232,27,0.00233162,,,38,0.01096966
casting director,,,9,0.00893549,,,13,0.00367327,2,0.00388417,2,0.00234324,6,0.00122802,1,0.00064633,,,,,10,0.01168675,,,1,0.00882924,11,0.00351153,40,0.00723906,,,,,,,2,0.00219705,112,0.00967191,,,32,0.00923761
mineralogist,,,12,0.01191398,,,1,0.00028256,,,1,0.00117162,8,0.00163736,,,,,,,,,,,,,4,0.00127692,11,0.00199074,2,0.00837135,,,,,,,16,0.0013817,,,1,0.00028868
cigarette making machine operator,,,,,,,3,0.00084768,1,0.00194209,5,0.00585809,3,0.00061401,,,,,,,,,,,,,1,0.00031923,2,0.00036195,,,,,,,,,12,0.00103628,,,,
microelectronics smart manufacturing engineer,,,,,,,29,0.00819422,,,2,0.00234324,3,0.00061401,2,0.00129266,,,,,7,0.00818072,,,,,19,0.00606537,16,0.00289562,,,,,,,1,0.00109853,21,0.00181348,,,28,0.00808291
property insurance underwriter,,,1,0.00099283,,,2,0.00056512,,,,,6,0.00122802,19,0.01228025,,,,,,,,,,,2,0.00063846,1,0.00018098,,,,,,,,,10,0.00086356,,,32,0.00923761
clothing technologist,,,1,0.00099283,,,16,0.00452095,,,,,8,0.00163736,,,1,0.01280082,,,,,,,,,,,2,0.00036195,,,,,1,0.01630789,6,0.00659116,14,0.00120899,,,5,0.00144338
clothing alteration machinist,,,,,,,3,0.00084768,,,2,0.00234324,26,0.00532141,,,,,,,,,,,,,,,2,0.00036195,2,0.00837135,,,,,,,9,0.00077721,,,1,0.00028868
fishing software maker,,,,,,,1,0.00028256,,,1,0.00117162,2,0.00040934,,,,,,,3,0.00350602,,,,,3,0.00095769,,,,,,,,,,,5,0.00043178,,,11,0.00317543
smart home installer,,,1,0.00099283,,,6,0.00169536,,,,,22,0.00450273,1,0.00064633,,,,,1,0.00116867,,,,,6,0.00191538,18,0.00325758,1,0.00418568,,,,,4,0.00439411,42,0.00362697,,,27,0.00779423
mine production manager,,,1,0.00099283,,,7,0.00197792,7,0.01359461,1,0.00117162,2,0.00040934,,,,,,,6,0.00701205,,,,,1,0.00031923,15,0.00271465,1,0.00418568,3,0.02012477,,,1,0.00109853,12,0.00103628,,,4,0.0011547
laser marking machine operator,,,3,0.0029785,,,4,0.00113024,,,1,0.00117162,43,0.0088008,,,2,0.02560164,,,1,0.00116867,,,1,0.00882924,23,0.00734228,16,0.00289562,1,0.00418568,,,,,9,0.00988674,16,0.0013817,1,0.010005,16,0.0046188
shoemaker,,,,,,,1,0.00028256,,,,,10,0.0020467,,,,,,,,,,,,,,,5,0.00090488,,,,,,,,,19,0.00164077,,,3,0.00086603
sensory scientist,,,,,,,4,0.00113024,,,,,,,,,,,,,8,0.0093494,,,,,,,9,0.00162879,1,0.00418568,,,,,3,0.00329558,26,0.00224527,,,22,0.00635086
mattress maker,,,,,,,2,0.00056512,,,2,0.00234324,7,0.00143269,,,1,0.01280082,,,,,,,,,4,0.00127692,1,0.00018098,,,,,,,,,5,0.00043178,,,1,0.00028868
cake press operator,,,3,0.0029785,,,1,0.00028256,,,2,0.00234324,126,0.02578839,8,0.00517063,,,,,,,,,,,4,0.00127692,10,0.00180976,,,,,,,,,11,0.00094992,,,1,0.00028868
ammunition specialised seller,,,,,,,2,0.00056512,3,0.00582626,,,6,0.00122802,,,,,,,2,0.00233735,,,,,1,0.00031923,4,0.00072391,5,0.02092838,,,,,1,0.00109853,7,0.00060449,,,1,0.00028868
bus driving instructor,,,4,0.00397133,,,9,0.00254303,,,4,0.00468647,41,0.00839146,,,,,,,,,,,,,9,0.00287307,15,0.00271465,1,0.00418568,,,,,1,0.00109853,17,0.00146806,,,11,0.00317543
shiatsu practitioner,,,18,0.01787097,,,5,0.0014128,2,0.00388417,,,13,0.00266071,4,0.00258532,,,,,3,0.00350602,,,,,18,0.00574614,6,0.00108586,1,0.00418568,,,,,,,56,0.00483596,,,1,0.00028868
biochemistry technician,,,5,0.00496416,,,6,0.00169536,,,,,28,0.00573075,3,0.00193899,,,,,4,0.0046747,,,,,17,0.00542691,26,0.00470539,2,0.00837135,,,,,4,0.00439411,30,0.00259069,,,12,0.0034641
import export manager in textile industry machinery,,,,,,,5,0.0014128,,,,,9,0.00184203,,,,,,,,,,,,,,,3,0.00054293,,,,,,,,,2,0.00017271,,,,
aircraft maintenance engineer,,,14,0.01389964,,,14,0.00395583,140,0.27189218,2,0.00234324,96,0.0196483,,,,,,,8,0.0093494,,,,,45,0.01436534,73,0.01321128,,,,,1,0.01630789,,,201,0.01735763,4,0.04002001,32,0.00923761
pile driving hammer operator,,,7,0.00694982,,,2,0.00056512,3,0.00582626,2,0.00234324,62,0.01268952,3,0.00193899,,,3,0.2722323,1,0.00116867,,,,,17,0.00542691,37,0.00669613,,,,,,,,,40,0.00345426,,,9,0.00259808
crossing guard,,,1,0.00099283,,,4,0.00113024,,,,,,,1,0.00064633,,,,,,,,,,,,,1,0.00018098,1,0.00418568,,,,,,,6,0.00051814,,,15,0.00433013
metal rolling mill operator,,,,,,,1,0.00028256,1,0.00194209,,,49,0.01002882,,,,,,,,,,,,,6,0.00191538,28,0.00506734,1,0.00418568,,,,,4,0.00439411,28,0.00241798,,,5,0.00144338
labour market policy officer,,,16,0.01588531,,,25,0.00706398,42,0.08156765,21,0.02460399,425,0.08698464,8,0.00517063,2,0.02560164,,,6,0.00701205,,,2,0.01765848,35,0.01117304,93,0.01683081,22,0.09208489,8,0.05366606,1,0.01630789,10,0.01098527,128,0.01105362,7,0.07003502,15,0.00433013
post office counter clerk,,,7,0.00694982,,,8,0.00226047,4,0.00776835,1,0.00117162,39,0.00798212,16,0.01034126,,,,,1,0.00116867,,,,,9,0.00287307,5,0.00090488,1,0.00418568,,,,,5,0.00549263,14,0.00120899,,,29,0.00837158
jeweller,,,1,0.00099283,,,3,0.00084768,,,,,116,0.02374169,42,0.02714581,,,,,,,,,,,7,0.00223461,8,0.00144781,,,,,,,,,10,0.00086356,,,30,0.00866026
import export specialist in live animals,,,,,,,5,0.0014128,,,1,0.00117162,2,0.00040934,,,,,,,1,0.00116867,,,,,,,,,,,,,,,,,,,,,1,0.00028868
kiln firer,,,4,0.00397133,,,4,0.00113024,,,1,0.00117162,8,0.00163736,1,0.00064633,1,0.01280082,,,1,0.00116867,,,,,7,0.00223461,6,0.00108586,1,0.00418568,,,,,,,29,0.00250434,,,,
packing machinery engineer,,,6,0.00595699,,,64,0.0180838,3,0.00582626,3,0.00351486,81,0.01657825,37,0.02391417,,,,,5,0.00584337,,,1,0.00882924,44,0.01404611,61,0.01103957,2,0.00837135,,,3,0.04892368,4,0.00439411,451,0.03894673,,,50,0.01443376
import export specialist in watches and jewellery,,,1,0.00099283,,,15,0.00423839,,,,,13,0.00266071,1,0.00064633,,,,,,,,,,,4,0.00127692,5,0.00090488,2,0.00837135,,,,,,,7,0.00060449,,,1,0.00028868
dairy processing operator,,,7,0.00694982,,,8,0.00226047,2,0.00388417,2,0.00234324,14,0.00286538,4,0.00258532,2,0.02560164,,,11,0.01285542,,,,,6,0.00191538,5,0.00090488,,,,,,,3,0.00329558,18,0.00155441,1,0.010005,10,0.00288675
coffee grinder,,,1,0.00099283,,,2,0.00056512,1,0.00194209,3,0.00351486,46,0.00941481,3,0.00193899,1,0.01280082,,,,,,,,,4,0.00127692,13,0.00235269,1,0.00418568,,,,,,,14,0.00120899,,,,
airline transport pilot,,,,,,,20,0.00565119,2,0.00388417,11,0.01288781,6,0.00122802,,,,,,,1,0.00116867,,,,,26,0.00829997,20,0.00361953,7,0.02929974,,,,,,,76,0.00656309,,,3,0.00086603
wholesale merchant in watches and jewellery,,,2,0.00198566,,,4,0.00113024,,,,,4,0.00081868,,,,,,,,,,,,,,,1,0.00018098,,,,,,,2,0.00219705,7,0.00060449,,,2,0.00057735
leather goods quality manager,,,2,0.00198566,,,10,0.00282559,,,,,,,,,,,,,1,0.00116867,,,,,1,0.00031923,11,0.00199074,,,,,,,1,0.00109853,5,0.00043178,,,1,0.00028868
wholesale merchant in household goods,,,,,,,5,0.0014128,,,,,15,0.00307005,,,,,,,,,,,,,3,0.00095769,3,0.00054293,1,0.00418568,,,,,2,0.00219705,8,0.00069085,,,1,0.00028868
fortune teller,,,,,,,4,0.00113024,3,0.00582626,1,0.00117162,31,0.00634476,,,,,,,,,,,,,4,0.00127692,2,0.00036195,,,,,,,,,104,0.00898106,,,1,0.00028868
sewer construction worker,,,,,,,2,0.00056512,,,,,,,,,1,0.01280082,,,,,,,,,3,0.00095769,3,0.00054293,4,0.01674271,,,,,,,1,0.00008636,,,4,0.0011547
frame maker,,,1,0.00099283,,,7,0.00197792,,,,,15,0.00307005,3,0.00193899,,,,,11,0.01285542,,,,,3,0.00095769,3,0.00054293,,,,,,,14,0.01537938,9,0.00077721,,,3,0.00086603
building cleaner,,,236,0.23430829,,,46,0.01299773,6,0.01165252,13,0.01523104,1474,0.3016832,20,0.01292658,8,0.10240655,,,,,,,1,0.00882924,140,0.04469217,316,0.05718857,21,0.08789921,2,0.01341652,,,2,0.00219705,1752,0.15129638,4,0.04002001,49,0.01414509
wooden furniture machine operator,,,,,,,9,0.00254303,,,,,8,0.00163736,1,0.00064633,,,,,,,,,,,1,0.00031923,4,0.00072391,,,,,,,,,1,0.00008636,,,,
food service vocational teacher,,,8,0.00794265,,,32,0.0090419,38,0.0737993,71,0.08318493,54,0.01105217,38,0.0245605,1,0.01280082,,,2,0.00233735,,,1,0.00882924,27,0.0086192,39,0.00705808,9,0.03767109,5,0.03354129,1,0.01630789,,,158,0.01364431,8,0.08004002,165,0.04763142
ship pilot dispatcher,,,12,0.01191398,,,20,0.00565119,2,0.00388417,1,0.00117162,17,0.00347939,1,0.00064633,,,,,5,0.00584337,,,,,23,0.00734228,52,0.00941078,1,0.00418568,,,1,0.01630789,,,78,0.0067358,,,26,0.00750556
waste and scrap distribution manager,,,,,,,3,0.00084768,,,,,9,0.00184203,1,0.00064633,,,,,1,0.00116867,,,,,,,7,0.00126684,3,0.01255703,3,0.02012477,,,,,8,0.00069085,,,2,0.00057735
road sign installer,,,3,0.0029785,,,2,0.00056512,,,,,20,0.00409339,2,0.00129266,,,,,,,,,,,8,0.00255384,,,,,,,,,,,47,0.00405875,,,5,0.00144338
fundraising manager,,,3,0.0029785,,,44,0.01243261,22,0.04272591,39,0.04569313,11,0.00225137,20,0.01292658,5,0.0640041,,,3,0.00350602,,,11,0.09712167,24,0.00766151,44,0.00796296,4,0.01674271,10,0.06708258,1,0.01630789,8,0.00878822,88,0.00759936,1,0.010005,62,0.01789787
domestic electrician,,,43,0.04269177,,,11,0.00310815,85,0.16507739,7,0.00820133,424,0.08677997,8,0.00517063,1,0.01280082,,,,,,,,,24,0.00766151,145,0.02624159,2,0.00837135,4,0.02683303,1,0.01630789,2,0.00219705,204,0.0176167,1,0.010005,178,0.0513842
rustproofer,,,20,0.01985664,,,1,0.00028256,,,2,0.00234324,7,0.00143269,2,0.00129266,,,,,2,0.00233735,,,,,6,0.00191538,14,0.00253367,1,0.00418568,1,0.00670826,,,1,0.00109853,26,0.00224527,,,15,0.00433013
animal care attendant,,,6,0.00595699,,,7,0.00197792,,,4,0.00468647,15,0.00307005,5,0.00323164,,,,,1,0.00116867,,,,,8,0.00255384,13,0.00235269,,,,,,,,,33,0.00284976,1,0.010005,63,0.01818654
audiology technician,,,4,0.00397133,,,8,0.00226047,,,1,0.00117162,33,0.0067541,1,0.00064633,,,,,,,,,,,26,0.00829997,28,0.00506734,,,,,,,2,0.00219705,35,0.00302247,1,0.010005,64,0.01847522
microelectronics maintenance technician,,,15,0.01489248,,,24,0.00678142,39,0.07574139,25,0.02929047,137,0.02803976,24,0.01551189,1,0.01280082,,,11,0.01285542,,,,,180,0.05746136,161,0.02913721,1,0.00418568,1,0.00670826,4,0.06523157,92,0.10106447,377,0.03255636,1,0.010005,133,0.03839381
malt kiln operator,,,,,,,1,0.00028256,,,,,8,0.00163736,,,,,,,,,,,,,1,0.00031923,,,,,,,,,,,1,0.00008636,,,1,0.00028868
street lighting electrician,,,3,0.0029785,,,5,0.0014128,,,3,0.00351486,538,0.11011232,1,0.00064633,2,0.02560164,,,3,0.00350602,,,,,24,0.00766151,25,0.00452441,6,0.02511406,,,,,,,154,0.01329888,,,7,0.00202073
coking furnace operator,,,,,,,1,0.00028256,,,,,3,0.00061401,2,0.00129266,,,,,,,,,,,,,1,0.00018098,,,,,,,,,,,,,1,0.00028868
distillery worker,,,,,,,2,0.00056512,,,,,1,0.00020467,6,0.00387797,,,,,,,,,,,,,,,,,,,,,1,0.00109853,,,,,1,0.00028868
leaf sorter,,,1,0.00099283,,,8,0.00226047,,,,,,,,,,,,,,,,,,,1,0.00031923,,,,,,,,,1,0.00109853,,,,,,
upholsterer,,,9,0.00893549,,,10,0.00282559,,,2,0.00234324,28,0.00573075,5,0.00323164,1,0.01280082,,,2,0.00233735,,,,,18,0.00574614,15,0.00271465,2,0.00837135,,,,,,,54,0.00466324,,,1,0.00028868
social work lecturer,,,,,,,3,0.00084768,,,2,0.00234324,20,0.00409339,7,0.0045243,,,,,1,0.00116867,,,,,8,0.00255384,10,0.00180976,,,,,,,1,0.00109853,12,0.00103628,,,6,0.00173205
oceanographer,,,1,0.00099283,,,2,0.00056512,,,,,4,0.00081868,,,,,,,4,0.0046747,,,,,3,0.00095769,30,0.00542929,,,,,,,1,0.00109853,31,0.00267705,,,1,0.00028868
factory hand,,,25,0.02482079,,,58,0.01638844,7,0.01359461,7,0.00820133,93,0.01903429,12,0.00775595,2,0.02560164,,,3,0.00350602,,,,,14,0.00446922,39,0.00705808,6,0.02511406,,,,,3,0.00329558,350,0.03022473,,,7,0.00202073
personal property appraiser,,,,,,,3,0.00084768,,,,,,,,,,,,,,,,,,,2,0.00063846,,,1,0.00418568,,,,,,,2,0.00017271,,,12,0.0034641
warehouse operators for clothing,,,1,0.00099283,,,36,0.01017214,4,0.00776835,13,0.01523104,43,0.0088008,1,0.00064633,4,0.05120328,,,,,,,1,0.00882924,5,0.00159615,22,0.00398148,2,0.00837135,,,,,1,0.00109853,39,0.0033679,,,6,0.00173205
cosmologist,,,,,,,5,0.0014128,,,3,0.00351486,,,2,0.00129266,,,,,1,0.00116867,,,,,2,0.00063846,2,0.00036195,,,,,,,1,0.00109853,4,0.00034543,,,,
tissue paper perforating and rewinding operator,,,1,0.00099283,,,8,0.00226047,,,,,2,0.00040934,,,,,,,,,,,,,,,6,0.00108586,,,,,,,,,1,0.00008636,,,,
performing arts school dance instructor,,,1,0.00099283,,,12,0.00339071,,,5,0.00585809,10,0.0020467,,,1,0.01280082,,,8,0.0093494,,,,,10,0.0031923,2,0.00036195,,,1,0.00670826,1,0.01630789,,,29,0.00250434,,,47,0.01356774
clothing finisher,,,2,0.00198566,,,2,0.00056512,,,,,6,0.00122802,1,0.00064633,,,,,,,,,,,9,0.00287307,,,1,0.00418568,,,,,,,,,,,1,0.00028868
corporate investment banker,,,8,0.00794265,,,51,0.01441052,1,0.00194209,15,0.01757428,14,0.00286538,6,0.00387797,3,0.03840246,,,4,0.0046747,,,,,28,0.00893843,95,0.01719277,,,,,,,5,0.00549263,200,0.01727128,,,94,0.02713548
leather wet processing department manager,,,,,,,1,0.00028256,,,,,1,0.00020467,,,,,,,,,,,,,3,0.00095769,8,0.00144781,,,,,,,,,2,0.00017271,,,,
blockchain architect,,,3,0.0029785,,,17,0.00480351,,,2,0.00234324,1,0.00020467,,,,,,,2,0.00233735,,,,,2,0.00063846,10,0.00180976,,,2,0.01341652,1,0.01630789,10,0.01098527,34,0.00293612,,,13,0.00375278
plate glass installer,,,5,0.00496416,,,3,0.00084768,,,,,93,0.01903429,,,,,,,3,0.00350602,,,,,28,0.00893843,27,0.00488636,,,,,,,,,104,0.00898106,,,3,0.00086603
"import export manager in coffee, tea, cocoa and spices",,,,,,,2,0.00056512,,,,,2,0.00040934,,,,,,,,,,,,,,,2,0.00036195,,,,,,,,,,,,,,
bankruptcy trustee,,,,,,,14,0.00395583,,,1,0.00117162,,,1,0.00064633,,,,,,,,,,,1,0.00031923,1,0.00018098,,,,,,,15,0.0164779,1,0.00008636,,,17,0.00490748
road construction supervisor,,,12,0.01191398,,,24,0.00678142,10,0.01942087,1,0.00117162,105,0.02149032,12,0.00775595,,,,,,,,,,,69,0.02202685,184,0.03329967,11,0.04604244,,,,,3,0.00329558,156,0.0134716,1,0.010005,55,0.01587714
leather goods hand stitcher,,,,,,,1,0.00028256,,,1,0.00117162,1,0.00020467,1,0.00064633,,,,,,,,,,,3,0.00095769,1,0.00018098,,,,,,,,,8,0.00069085,,,,
competition policy officer,,,1,0.00099283,,,10,0.00282559,7,0.01359461,13,0.01523104,7,0.00143269,2,0.00129266,,,,,11,0.01285542,,,,,6,0.00191538,22,0.00398148,3,0.01255703,3,0.02012477,,,33,0.03625139,51,0.00440418,4,0.04002001,9,0.00259808
granulator machine operator,,,,,,,3,0.00084768,,,3,0.00351486,4,0.00081868,,,,,,,,,,,,,12,0.00383076,20,0.00361953,,,,,,,,,16,0.0013817,,,8,0.0023094
lottery cashier,,,1,0.00099283,,,2,0.00056512,7,0.01359461,,,1,0.00020467,,,,,,,,,,,,,26,0.00829997,2,0.00036195,,,,,2,0.03261579,,,28,0.00241798,,,,
substance misuse worker,,,,,,,2,0.00056512,,,7,0.00820133,,,1,0.00064633,,,,,,,,,,,2,0.00063846,,,,,,,,,,,2,0.00017271,,,44,0.01270171
columnist,,,2,0.00198566,,,4,0.00113024,,,,,1,0.00020467,1,0.00064633,1,0.01280082,,,,,,,,,,,,,,,,,,,,,6,0.00051814,,,1,0.00028868
survival instructor,,,,,,,12,0.00339071,1,0.00194209,1,0.00117162,4,0.00081868,,,,,,,4,0.0046747,,,,,,,9,0.00162879,1,0.00418568,,,,,13,0.01428085,9,0.00077721,,,3,0.00086603
lumber grader,,,2,0.00198566,,,2,0.00056512,,,3,0.00351486,9,0.00184203,,,,,,,,,,,,,1,0.00031923,3,0.00054293,1,0.00418568,,,,,,,,,,,,
marriage counsellor,,,3,0.0029785,,,9,0.00254303,1,0.00194209,14,0.01640266,11,0.00225137,4,0.00258532,,,,,1,0.00116867,,,,,3,0.00095769,12,0.00217172,2,0.00837135,,,1,0.01630789,3,0.00329558,23,0.0019862,3,0.03001501,315,0.09093271
vineyard worker,,,,,,,1,0.00028256,,,,,6,0.00122802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
body artist,,,7,0.00694982,,,2,0.00056512,,,,,34,0.00695877,3,0.00193899,,,,,1,0.00116867,,,,,25,0.00798074,3,0.00054293,,,,,,,,,45,0.00388604,,,4,0.0011547
viticulture adviser,,,,,,,9,0.00254303,1,0.00194209,3,0.00351486,8,0.00163736,1,0.00064633,,,,,3,0.00350602,,,,,4,0.00127692,4,0.00072391,,,,,,,1,0.00109853,23,0.0019862,,,,
fisheries boatman,,,3,0.0029785,,,3,0.00084768,2,0.00388417,,,9,0.00184203,,,1,0.01280082,,,,,,,,,14,0.00446922,7,0.00126684,,,,,,,1,0.00109853,42,0.00362697,,,4,0.0011547
shipwright,,,8,0.00794265,,,11,0.00310815,3,0.00582626,3,0.00351486,14,0.00286538,3,0.00193899,1,0.01280082,,,1,0.00116867,,,,,18,0.00574614,25,0.00452441,,,,,,,4,0.00439411,79,0.00682215,,,11,0.00317543
ICT accessibility tester,,,,,,,19,0.00536863,,,,,7,0.00143269,,,,,,,4,0.0046747,,,,,2,0.00063846,1,0.00018098,1,0.00418568,1,0.00670826,,,,,13,0.00112263,,,16,0.0046188
door to seller,,,33,0.03276345,,,87,0.02458266,3,0.00582626,11,0.01288781,890,0.18215607,79,0.05105998,,,,,2,0.00233735,,,,,68,0.02170762,62,0.01122054,5,0.02092838,,,1,0.01630789,21,0.02306906,150,0.01295346,,,72,0.02078462
investment adviser,,,21,0.02084947,,,55,0.01554076,2,0.00388417,25,0.02929047,9,0.00184203,8,0.00517063,,,1,0.0907441,5,0.00584337,,,9,0.07946318,26,0.00829997,154,0.02787038,6,0.02511406,,,,,15,0.0164779,470,0.0405875,,,325,0.09381946
mattress making machine operator,,,,,,,3,0.00084768,,,2,0.00234324,,,1,0.00064633,1,0.01280082,,,,,,,,,4,0.00127692,8,0.00144781,,,,,,,,,10,0.00086356,,,3,0.00086603
scenic painter,,,5,0.00496416,,,4,0.00113024,,,1,0.00117162,,,,,,,,,,,,,,,9,0.00287307,3,0.00054293,,,,,,,,,18,0.00155441,,,5,0.00144338
bus driver,,,56,0.05559858,,,72,0.02034427,86,0.16701948,34,0.03983504,298,0.06099158,14,0.0090486,,,,,2,0.00233735,,,,,125,0.03990372,233,0.04216752,11,0.04604244,,,3,0.04892368,23,0.02526612,1149,0.09922348,3,0.03001501,120,0.03464103
bookmaker,,,,,,,2,0.00056512,,,1,0.00117162,2,0.00040934,3,0.00193899,,,,,1,0.00116867,,,,,,,14,0.00253367,1,0.00418568,,,,,,,11,0.00094992,,,10,0.00288675
child care social worker,,,1,0.00099283,,,1,0.00028256,8,0.0155367,33,0.03866342,,,18,0.01163392,3,0.03840246,,,,,,,3,0.02648773,7,0.00223461,8,0.00144781,4,0.01674271,3,0.02012477,1,0.01630789,3,0.00329558,3,0.00025907,2,0.02001001,21,0.00606218
motor vehicle assembly inspector,,,2,0.00198566,,,11,0.00310815,5,0.00971043,4,0.00468647,14,0.00286538,2,0.00129266,1,0.01280082,,,12,0.0140241,,,,,30,0.00957689,151,0.02732745,,,,,1,0.01630789,3,0.00329558,80,0.00690851,,,20,0.00577351
insurance clerk,,,11,0.01092115,,,7,0.00197792,,,5,0.00585809,63,0.01289419,27,0.01745088,1,0.01280082,,,3,0.00350602,,,1,0.00882924,52,0.01659995,49,0.00886785,2,0.00837135,1,0.00670826,1,0.01630789,24,0.02636465,261,0.02253902,,,65,0.01876389
pottery and porcelain caster,,,1,0.00099283,,,2,0.00056512,1,0.00194209,1,0.00117162,4,0.00081868,,,,,,,,,,,,,,,4,0.00072391,,,,,,,,,5,0.00043178,,,1,0.00028868
locksmith,,,1,0.00099283,,,7,0.00197792,76,0.14759861,2,0.00234324,121,0.02476504,1,0.00064633,,,,,1,0.00116867,,,,,31,0.00989612,10,0.00180976,2,0.00837135,,,,,2,0.00219705,71,0.0061313,,,192,0.05542565
bulldozer operator,,,,,,,10,0.00282559,,,3,0.00351486,14,0.00286538,,,,,,,,,,,,,8,0.00255384,53,0.00959175,,,,,,,,,23,0.0019862,,,2,0.00057735
dean of faculty,,,27,0.02680646,,,49,0.01384541,10,0.01942087,6,0.00702971,120,0.02456037,19,0.01228025,5,0.0640041,,,10,0.01168675,,,9,0.07946318,71,0.02266531,40,0.00723906,,,,,,,2,0.00219705,208,0.01796213,,,44,0.01270171
prison instructor,,,1,0.00099283,,,7,0.00197792,,,2,0.00234324,14,0.00286538,2,0.00129266,,,,,,,,,,,17,0.00542691,5,0.00090488,,,,,,,1,0.00109853,2,0.00017271,,,3,0.00086603
brewmaster,,,1,0.00099283,,,1,0.00028256,1,0.00194209,3,0.00351486,3,0.00061401,9,0.00581696,,,,,2,0.00233735,,,,,,,1,0.00018098,,,,,,,,,2,0.00017271,1,0.010005,10,0.00288675
timber trader,,,,,,,1,0.00028256,,,4,0.00468647,,,2,0.00129266,,,,,1,0.00116867,,,,,6,0.00191538,1,0.00018098,1,0.00418568,,,,,1,0.00109853,37,0.00319519,,,10,0.00288675
environmental mining engineer,,,,,,,1,0.00028256,2,0.00388417,,,,,,,,,,,5,0.00584337,,,,,1,0.00031923,7,0.00126684,,,,,,,,,8,0.00069085,,,4,0.0011547
explosives engineer,,,1,0.00099283,,,16,0.00452095,17,0.03301548,4,0.00468647,34,0.00695877,1,0.00064633,4,0.05120328,2,0.1814882,8,0.0093494,,,,,255,0.08140359,24,0.00434344,,,7,0.04695781,,,,,22,0.00189984,1,0.010005,33,0.00952628
conveyance clerk,,,9,0.00893549,,,5,0.0014128,2,0.00388417,3,0.00351486,30,0.00614009,8,0.00517063,,,,,,,,,,,25,0.00798074,19,0.00343855,,,,,,,6,0.00659116,109,0.00941285,,,4,0.0011547
