Soft Skill,Category,Subcategory,Algeria Count,Standardized Count Algeria,Bahrain Count,Standardized Count Bahrain,Djibouti Count,Standardized Count Djibouti,Egypt Count,Standardized Count Egypt,Iraq Count,Standardized Count Iraq,Jordan Count,Standardized Count Jordan,Kuwait Count,Standardized Count Kuwait,Lebanon Count,Standardized Count Lebanon,Libya Count,Standardized Count Libya,Mauritania Count,Standardized Count Mauritania,Morocco Count,Standardized Count Morocco,Oman Count,Standardized Count Oman,Palestine Count,Standardized Count Palestine,Qatar Count,Standardized Count Qatar,Saudi Arabia Count,Standardized Count Saudi Arabia,Somalia Count,Standardized Count Somalia,Sudan Count,Standardized Count Sudan,Syria Count,Standardized Count Syria,Tunisia Count,Standardized Count Tunisia,United Arab Emirates Count,Standardized Count United Arab Emirates,Yemen Count,Standardized Count Yemen,US Count,Standardized Count US
Community Leadership,Physical and Inherent Abilities,Initiative and Leadership,2,0.00219008,8,0.00266907,,,20,0.00160407,54,0.01541373,37,0.00966736,34,0.00471823,7,0.00156468,3,0.01318276,,,,,,,8,0.02381307,7,0.00078395,6,0.00033346,11,0.0111949,21,0.01636253,,,1,0.00065327,30,0.00082316,10,0.01275185,367,0.01697004
Positive Reinforcement,Business,People Management,2,0.00219008,8,0.00266907,,,20,0.00160407,2,0.00057088,3,0.00078384,37,0.00513455,8,0.00178821,,,,,,,,,,,11,0.00123192,43,0.00238981,,,,,,,19,0.01241214,203,0.00557006,1,0.00127518,1006,0.04651733
Diversity Awareness,"Economics, Policy, and Social Studies",Social Studies,2,0.00219008,,,,,1,0.0000802,3,0.00085632,1,0.00026128,3,0.00041631,,,,,,,,,,,,,11,0.00123192,,,4,0.00407087,16,0.01246669,,,,,29,0.00079572,,,95,0.00439279
Confident Communicator,Physical and Inherent Abilities,Personal Attributes,2,0.00219008,61,0.02035165,,,125,0.01002546,16,0.00456703,42,0.01097376,58,0.00804875,34,0.00759989,3,0.01318276,,,31,0.01603136,,,,,160,0.01791888,225,0.01250484,9,0.00915947,5,0.00389584,4,0.01626215,4,0.00261308,620,0.017012,,,362,0.01673884
Virtual Collaboration,Business,Project Management,2,0.00219008,46,0.01534715,,,37,0.00296754,3,0.00085632,12,0.00313536,39,0.00541209,12,0.00268231,,,,,1,0.00051714,,,,,22,0.00246385,42,0.00233424,5,0.00508859,1,0.00077917,,,3,0.00195981,138,0.00378654,,,290,0.01340957
Professional Responsibility,Physical and Inherent Abilities,Initiative and Leadership,2,0.00219008,42,0.01401261,,,33,0.00264672,,,9,0.00235152,8,0.00111017,17,0.00379994,1,0.00439425,,,1,0.00051714,,,1,0.00297663,30,0.00335979,86,0.00477963,5,0.00508859,,,2,0.00813107,9,0.00587943,354,0.0097133,3,0.00382555,96,0.00443903
Active Learning,Education and Training,Teaching,2,0.00219008,18,0.0060054,,,102,0.00818077,33,0.0094195,37,0.00966736,98,0.01359961,47,0.01050573,1,0.00439425,1,0.01545356,21,0.01085995,,,4,0.01190653,38,0.00425573,193,0.01072637,7,0.00712403,3,0.0023375,,,46,0.03005043,273,0.00749077,5,0.00637592,155,0.00716718
Agenda (Meeting),Business,Business Management,2,0.00219008,4,0.00133453,,,23,0.00184468,24,0.00685055,14,0.00365792,4,0.00055509,12,0.00268231,4,0.01757701,,,8,0.00413713,,,,,11,0.00123192,65,0.00361251,14,0.01424806,5,0.00389584,3,0.01219661,7,0.00457289,54,0.00148169,12,0.01530222,118,0.00545631
Educational Leadership,Education and Training,Education Administration,2,0.00219008,24,0.00800721,,,135,0.01082749,16,0.00456703,34,0.00888352,79,0.01096295,13,0.00290584,4,0.01757701,2,0.03090712,12,0.00620569,,,,,183,0.02049472,110,0.00611347,20,0.02035437,1,0.00077917,2,0.00813107,2,0.00130654,714,0.01959123,4,0.00510074,174,0.00804574
Defensive Driving,"Transportation, Supply Chain, and Logistics",Transportation Operations,2,0.00219008,2,0.00066727,,,28,0.0022457,58,0.01655549,25,0.006532,49,0.0067998,19,0.004247,3,0.01318276,1,0.01545356,4,0.00206856,,,3,0.0089299,29,0.0032478,28,0.00155616,35,0.03562015,27,0.02103754,,,4,0.00261308,97,0.00266155,27,0.03442999,208,0.0096179
Mental Agility,Physical and Inherent Abilities,Personal Attributes,2,0.00219008,,,,,2,0.00016041,13,0.00371071,,,6,0.00083263,,,,,,,19,0.00982567,,,,,10,0.00111993,22,0.00122269,,,,,1,0.00406554,,,73,0.00200303,,,7,0.00032368
Collaborative Learning,Education and Training,Instructional and Curriculum Design,2,0.00219008,,,,,65,0.00521324,8,0.00228352,29,0.00757712,22,0.00305297,5,0.00111763,2,0.0087885,,,2,0.00103428,,,5,0.01488317,29,0.0032478,41,0.00227866,15,0.01526578,9,0.00701251,1,0.00406554,6,0.00391962,94,0.00257924,6,0.00765111,92,0.00425407
Voicemail,Information Technology,Telecommunications,2,0.00219008,25,0.00834084,,,46,0.00368937,27,0.00770687,5,0.0013064,21,0.0029142,33,0.00737636,,,,,11,0.00568855,,,,,42,0.00470371,50,0.00277885,,,,,1,0.00406554,2,0.00130654,193,0.00529567,,,728,0.03366264
Mobile Apps,Information Technology,Basic Technical Knowledge,1,0.00109504,10,0.00333634,,,15,0.00120305,8,0.00228352,12,0.00313536,2,0.00027754,10,0.00223526,,,,,,,,,,,2,0.00022399,17,0.00094481,5,0.00508859,,,,,2,0.00130654,70,0.00192071,,,20,0.0009248
Working Quickly,Physical and Inherent Abilities,Personal Attributes,1,0.00109504,10,0.00333634,,,15,0.00120305,,,4,0.00104512,30,0.00416315,12,0.00268231,,,,,2,0.00103428,,,,,17,0.00190388,33,0.00183404,1,0.00101772,,,,,,,120,0.00329264,,,62,0.00286687
Delivery Focused,Business,Project Management,1,0.00109504,7,0.00233544,,,49,0.00392998,116,0.03311098,12,0.00313536,11,0.00152649,7,0.00156468,,,1,0.01545356,4,0.00206856,,,,,20,0.00223986,110,0.00611347,1,0.00101772,5,0.00389584,,,15,0.00979905,173,0.0047469,,,138,0.0063811
Motor Coordination,Physical and Inherent Abilities,Physical Abilities,1,0.00109504,,,,,94,0.00753914,4,0.00114176,13,0.00339664,24,0.00333052,,,,,,,,,,,,,16,0.00179189,16,0.00088923,,,1,0.00077917,,,,,65,0.00178352,,,33,0.00152592
Hebrew Language,Media and Communications,Language Competency,1,0.00109504,42,0.01401261,,,39,0.00312794,2,0.00057088,8,0.00209024,5,0.00069386,,,1,0.00439425,,,1,0.00051714,,,179,0.53281738,4,0.00044797,7,0.00038904,2,0.00203544,1,0.00077917,,,5,0.00326635,86,0.00235973,2,0.00255037,44,0.00203456
Google Applications,Information Technology,Basic Technical Knowledge,1,0.00109504,8,0.00266907,,,25,0.00200509,,,8,0.00209024,2,0.00027754,2,0.00044705,,,,,4,0.00206856,,,1,0.00297663,8,0.00089594,11,0.00061135,1,0.00101772,1,0.00077917,2,0.00813107,,,36,0.00098779,1,0.00127518,87,0.00402287
Deductive Reasoning,Physical and Inherent Abilities,Critical Thinking and Problem Solving,1,0.00109504,2,0.00066727,,,16,0.00128326,2,0.00057088,6,0.00156768,11,0.00152649,12,0.00268231,2,0.0087885,2,0.03090712,2,0.00103428,,,,,6,0.00067196,14,0.00077808,4,0.00407087,,,,,3,0.00195981,26,0.00071341,,,352,0.01627644
Microsoft Internet Explorer,Information Technology,Basic Technical Knowledge,1,0.00109504,1,0.00033363,,,22,0.00176448,11,0.00313983,4,0.00104512,71,0.00985278,2,0.00044705,,,,,5,0.0025857,,,,,20,0.00223986,17,0.00094481,1,0.00101772,,,,,1,0.00065327,23,0.00063109,1,0.00127518,22,0.00101728
Spatial Abilities,Physical and Inherent Abilities,Physical Abilities,1,0.00109504,26,0.00867447,,,11,0.00088224,,,1,0.00026128,44,0.00610595,12,0.00268231,,,,,1,0.00051714,,,,,48,0.00537566,62,0.00344578,,,,,,,,,137,0.0037591,,,49,0.00226575
Engagement Skills,Physical and Inherent Abilities,Personal Attributes,1,0.00109504,8,0.00266907,,,56,0.0044914,22,0.00627967,14,0.00365792,14,0.0019428,16,0.00357642,,,,,3,0.00155142,,,,,20,0.00223986,158,0.00878117,8,0.00814175,8,0.00623335,,,4,0.00261308,213,0.00584444,6,0.00765111,132,0.00610367
Non-Verbal Communication,Media and Communications,Communication,1,0.00109504,40,0.01334534,,,174,0.01395544,23,0.00656511,13,0.00339664,45,0.00624472,104,0.02324672,,,,,10,0.00517141,,,1,0.00297663,38,0.00425573,130,0.00722502,13,0.01323034,28,0.02181671,4,0.01626215,5,0.00326635,278,0.00762796,5,0.00637592,278,0.01285469
Client Confidentiality,"Law, Regulation, and Compliance",Regulation and Legal Compliance,1,0.00109504,13,0.00433724,,,29,0.00232591,21,0.00599423,11,0.00287408,14,0.0019428,12,0.00268231,,,,,1,0.00051714,,,,,31,0.00347178,36,0.00200077,8,0.00814175,3,0.0023375,1,0.00406554,5,0.00326635,218,0.00598164,,,249,0.01151373
Desktop Computing,Information Technology,Basic Technical Knowledge,1,0.00109504,20,0.00667267,,,68,0.00545385,19,0.00542335,16,0.00418048,94,0.01304452,17,0.00379994,,,,,7,0.00361998,,,,,31,0.00347178,57,0.00316789,6,0.00610631,5,0.00389584,1,0.00406554,6,0.00391962,118,0.00323777,,,98,0.00453151
Technical Curiosity,Physical and Inherent Abilities,Personal Attributes,1,0.00109504,12,0.0040036,,,74,0.00593507,10,0.00285439,,,11,0.00152649,8,0.00178821,,,,,11,0.00568855,,,,,6,0.00067196,64,0.00355693,4,0.00407087,2,0.00155834,1,0.00406554,11,0.00718597,67,0.00183839,,,109,0.00504015
Professional Communication,Media and Communications,Communication,1,0.00109504,2,0.00066727,,,23,0.00184468,9,0.00256896,11,0.00287408,2,0.00027754,8,0.00178821,2,0.0087885,,,2,0.00103428,,,2,0.00595327,3,0.00033598,33,0.00183404,1,0.00101772,7,0.00545418,,,,,133,0.00364935,,,115,0.00531759
Emotional Stability,Physical and Inherent Abilities,Personal Attributes,1,0.00109504,1,0.00033363,,,63,0.00505283,26,0.00742143,6,0.00156768,34,0.00471823,20,0.00447052,2,0.0087885,,,1,0.00051714,,,,,5,0.00055996,149,0.00828098,3,0.00305316,4,0.00311667,,,,,31,0.0008506,,,26,0.00120224
Screen Sharing,Information Technology,Basic Technical Knowledge,1,0.00109504,,,,,46,0.00368937,1,0.00028544,10,0.0026128,2,0.00027754,26,0.00581168,1,0.00439425,,,,,,,,,14,0.0015679,11,0.00061135,,,,,,,2,0.00130654,19,0.00052134,,,52,0.00240447
Information Synthesis,Analysis,Data Analysis,1,0.00109504,30,0.01000901,,,104,0.00834118,37,0.01056126,47,0.01228017,8,0.00111017,19,0.004247,8,0.03515402,4,0.06181425,12,0.00620569,,,2,0.00595327,15,0.00167989,112,0.00622463,25,0.02544296,44,0.0342834,1,0.00406554,7,0.00457289,144,0.00395117,6,0.00765111,209,0.00966414
Adaptive Reasoning,Physical and Inherent Abilities,Critical Thinking and Problem Solving,1,0.00109504,,,,,,,7,0.00199808,,,2,0.00027754,,,,,,,,,,,7,0.02083643,4,0.00044797,4,0.00022231,2,0.00203544,,,,,,,1,0.00002744,1,0.00127518,9,0.00041616
Social Collaboration,Media and Communications,Communication,1,0.00109504,8,0.00266907,,,,,,,1,0.00026128,,,,,,,,,5,0.0025857,,,,,2,0.00022399,6,0.00033346,,,,,,,6,0.00391962,8,0.00021951,,,13,0.00060112
FaceTime,Information Technology,Video and Web Conferencing,,,,,,,4,0.00032081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.00078608
Following Directions,Physical and Inherent Abilities,Personal Attributes,,,3,0.0010009,,,1,0.0000802,2,0.00057088,1,0.00026128,23,0.00319174,23,0.0051411,,,,,,,,,,,26,0.00291182,36,0.00200077,5,0.00508859,,,,,,,78,0.00214022,,,30,0.0013872
Adding Machines,Administration,Office and Productivity Equipment and Technology,,,25,0.00834084,,,2,0.00016041,,,1,0.00026128,2,0.00027754,,,,,,,4,0.00206856,,,,,3,0.00033598,7,0.00038904,,,,,,,,,12,0.00032926,,,38,0.00175712
Proper Body Mechanics,"Performing Arts, Sports, and Recreation",Coaching and Athletic Training,,,,,,,19,0.00152387,,,,,6,0.00083263,,,,,,,1,0.00051714,,,,,19,0.00212787,6,0.00033346,4,0.00407087,,,,,,,36,0.00098779,,,189,0.00873934
Remote Troubleshooting,Information Technology,Technical Support and Services,,,12,0.0040036,,,152,0.01219096,10,0.00285439,14,0.00365792,41,0.00568963,12,0.00268231,1,0.00439425,,,2,0.00103428,,,,,35,0.00391975,71,0.00394597,13,0.01323034,3,0.0023375,1,0.00406554,1,0.00065327,107,0.00293594,1,0.00127518,115,0.00531759
Breath Control,Physical and Inherent Abilities,Physical Abilities,,,,,,,1,0.0000802,,,,,,,,,,,,,,,,,,,1,0.00011199,,,,,,,,,,,4,0.00010975,,,,
Recognizing Strengths,Physical and Inherent Abilities,Personal Attributes,,,,,,,1,0.0000802,,,1,0.00026128,1,0.00013877,,,,,,,,,,,,,1,0.00011199,7,0.00038904,,,,,,,,,5,0.00013719,,,11,0.00050864
Parent Communication,Education and Training,Teaching,,,59,0.01968438,,,104,0.00834118,10,0.00285439,23,0.00600944,293,0.04066005,32,0.00715284,,,1,0.01545356,2,0.00103428,,,,,261,0.02923017,233,0.01294945,7,0.00712403,1,0.00077917,7,0.02845876,3,0.00195981,1029,0.02823443,1,0.00127518,590,0.02728153
Proper Posture,Physical and Inherent Abilities,Physical Abilities,,,6,0.0020018,,,1,0.0000802,,,,,5,0.00069386,1,0.00022353,,,,,,,,,,,5,0.00055996,6,0.00033346,,,,,,,,,42,0.00115243,,,6,0.00027744
Caring Nature,Physical and Inherent Abilities,Personal Attributes,,,3,0.0010009,,,8,0.00064163,1,0.00028544,,,53,0.00735489,1,0.00022353,,,,,,,,,,,13,0.00145591,7,0.00038904,3,0.00305316,6,0.00467501,1,0.00406554,,,50,0.00137194,,,7,0.00032368
Physical Flexibility,Physical and Inherent Abilities,Physical Abilities,,,,,,,1,0.0000802,,,,,2,0.00027754,,,,,,,,,,,,,1,0.00011199,1,0.00005558,,,,,,,,,,,,,,
Japanese Language,Media and Communications,Language Competency,,,6,0.0020018,,,25,0.00200509,,,4,0.00104512,27,0.00374683,12,0.00268231,,,,,,,,,,,24,0.00268783,20,0.00111154,2,0.00203544,,,,,1,0.00065327,85,0.00233229,2,0.00255037,796,0.03680695
Financial Literacy,Finance,Financial Advisement,,,5,0.00166817,,,92,0.00737874,69,0.01969532,92,0.02403777,7,0.0009714,21,0.00469405,,,1,0.01545356,4,0.00206856,,,3,0.0089299,23,0.00257584,57,0.00316789,72,0.07327573,13,0.01012919,1,0.00406554,4,0.00261308,357,0.00979562,8,0.01020148,181,0.00836942
Inductive Reasoning,Physical and Inherent Abilities,Critical Thinking and Problem Solving,,,2,0.00066727,,,3,0.00024061,,,,,7,0.0009714,1,0.00022353,,,,,,,,,,,,,46,0.00255654,3,0.00305316,,,,,,,12,0.00032926,,,9,0.00041616
Challenge Driven,Physical and Inherent Abilities,Initiative and Leadership,,,17,0.00567177,,,17,0.00136346,,,4,0.00104512,2,0.00027754,2,0.00044705,,,,,36,0.01861706,,,,,4,0.00044797,40,0.00222308,,,,,1,0.00406554,,,58,0.00159144,1,0.00127518,12,0.00055488
Webmail,Administration,Office and Productivity Equipment and Technology,,,6,0.0020018,,,24,0.00192489,1,0.00028544,9,0.00235152,8,0.00111017,29,0.00648226,,,,,6,0.00310284,,,,,13,0.00145591,15,0.00083366,,,,,,,,,22,0.00060365,,,15,0.0006936
Integrative Thinking,Physical and Inherent Abilities,Critical Thinking and Problem Solving,,,,,,,8,0.00064163,,,,,,,,,,,,,,,,,,,,,6,0.00033346,,,,,,,,,28,0.00076828,,,14,0.00064736
Discount Calculation,Analysis,Mathematics and Mathematical Modeling,,,,,,,2,0.00016041,2,0.00057088,,,2,0.00027754,3,0.00067058,,,,,,,,,,,6,0.00067196,6,0.00033346,,,,,,,1,0.00065327,21,0.00057621,,,12,0.00055488
Risk Mindset,Business,Risk Management,,,10,0.00333634,,,26,0.00208529,7,0.00199808,6,0.00156768,3,0.00041631,,,,,,,,,,,,,21,0.00235185,45,0.00250097,,,3,0.0023375,,,7,0.00457289,79,0.00216766,1,0.00127518,66,0.00305183
Eye Contact,Physical and Inherent Abilities,Social Skills,,,4,0.00133453,,,10,0.00080204,,,,,2,0.00027754,3,0.00067058,,,,,,,,,,,9,0.00100794,1,0.00005558,6,0.00610631,,,2,0.00813107,,,126,0.00345728,,,5,0.0002312
Cooperative Learning,Education and Training,Teaching,,,,,,,8,0.00064163,,,,,5,0.00069386,3,0.00067058,,,,,,,,,,,,,5,0.00027789,,,,,,,,,13,0.0003567,,,4,0.00018496
Mental Stamina,Physical and Inherent Abilities,Personal Attributes,,,1,0.00033363,,,1,0.0000802,,,,,,,2,0.00044705,,,,,,,,,,,8,0.00089594,8,0.00044462,,,,,,,,,52,0.00142681,3,0.00382555,4,0.00018496
Armenian Language,Media and Communications,Language Competency,,,2,0.00066727,,,3,0.00024061,1,0.00028544,,,17,0.00235912,40,0.00894104,,,,,,,,,,,5,0.00055996,6,0.00033346,,,,,1,0.00406554,,,17,0.00046646,,,26,0.00120224
Basic Writing,Media and Communications,Writing and Editing,,,13,0.00433724,,,5,0.00040102,2,0.00057088,1,0.00026128,12,0.00166526,14,0.00312937,1,0.00439425,,,10,0.00517141,,,,,17,0.00190388,57,0.00316789,3,0.00305316,1,0.00077917,1,0.00406554,2,0.00130654,104,0.00285363,1,0.00127518,173,0.0079995
Sign Languages,Media and Communications,Language Competency,,,2,0.00066727,,,2,0.00016041,6,0.00171264,9,0.00235152,,,,,1,0.00439425,,,1,0.00051714,,,1,0.00297663,,,4,0.00022231,,,,,,,,,5,0.00013719,1,0.00127518,31,0.00143344
Electrical Metallic Tubing,Architecture and Construction,Electrical Construction,,,,,,,3,0.00024061,2,0.00057088,1,0.00026128,4,0.00055509,,,,,,,,,,,,,14,0.0015679,47,0.00261212,,,,,,,,,15,0.00041158,,,19,0.00087856
Tape Measure,Architecture and Construction,General Construction and Construction Labor,,,8,0.00266907,,,2,0.00016041,4,0.00114176,,,39,0.00541209,8,0.00178821,,,1,0.01545356,,,,,,,25,0.00279982,46,0.00255654,9,0.00915947,,,,,2,0.00130654,91,0.00249692,,,490,0.02265755
Cultural Humility,Physical and Inherent Abilities,Social Skills,,,,,,,1,0.0000802,4,0.00114176,,,,,,,,,,,2,0.00103428,,,,,3,0.00033598,,,1,0.00101772,,,,,,,20,0.00054877,,,119,0.00550255
Adaptive Leadership,Business,Business Leadership,,,1,0.00033363,,,5,0.00040102,,,19,0.00496432,,,1,0.00022353,,,,,,,,,1,0.00297663,4,0.00044797,2,0.00011115,,,1,0.00077917,5,0.02032768,,,7,0.00019207,,,3,0.00013872
Calendaring,Administration,Scheduling,,,2,0.00066727,,,9,0.00072183,1,0.00028544,4,0.00104512,2,0.00027754,26,0.00581168,1,0.00439425,,,1,0.00051714,,,,,12,0.00134392,11,0.00061135,,,1,0.00077917,,,1,0.00065327,75,0.0020579,,,240,0.01109757
Internet Research,Science and Research,General Science and Research,,,90,0.03002702,,,225,0.01804582,16,0.00456703,92,0.02403777,74,0.01026909,125,0.02794077,4,0.01757701,,,19,0.00982567,,,5,0.01488317,83,0.00929542,182,0.01011502,14,0.01424806,4,0.00311667,6,0.02439322,9,0.00587943,520,0.01426813,9,0.01147666,284,0.01313213
Visual Acuity,Physical and Inherent Abilities,Physical Abilities,,,65,0.02168618,,,44,0.00352896,12,0.00342527,27,0.00705456,465,0.06452875,30,0.00670578,1,0.00439425,,,12,0.00620569,,,1,0.00297663,153,0.01713493,141,0.00783636,3,0.00305316,17,0.01324586,1,0.00406554,,,334,0.00916453,2,0.00255037,3244,0.1500022
Creative Questioning,Physical and Inherent Abilities,Critical Thinking and Problem Solving,,,,,,,2,0.00016041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unpacking,Business,Project Management,,,5,0.00166817,,,17,0.00136346,5,0.0014272,2,0.00052256,9,0.00124894,41,0.00916457,1,0.00439425,1,0.01545356,6,0.00310284,,,11,0.03274297,15,0.00167989,38,0.00211193,1,0.00101772,,,2,0.00813107,,,154,0.00422556,,,332,0.01535164
Map Reading,Engineering,Surveying and Cartography,,,22,0.00733994,,,4,0.00032081,23,0.00656511,11,0.00287408,349,0.04843126,6,0.00134116,1,0.00439425,,,2,0.00103428,,,,,491,0.05498856,864,0.04801857,5,0.00508859,1,0.00077917,1,0.00406554,1,0.00065327,1359,0.0372892,5,0.00637592,52,0.00240447
Politeness,Physical and Inherent Abilities,Personal Attributes,,,19,0.00633904,,,17,0.00136346,9,0.00256896,4,0.00104512,21,0.0029142,43,0.00961162,1,0.00439425,,,,,,,2,0.00595327,37,0.00414374,65,0.00361251,,,2,0.00155834,,,12,0.00783924,241,0.00661273,,,24,0.00110976
Sincerity,Physical and Inherent Abilities,Personal Attributes,,,16,0.00533814,,,39,0.00312794,,,18,0.00470304,42,0.0058284,3,0.00067058,5,0.02197126,,,18,0.00930853,,,3,0.0089299,44,0.00492769,62,0.00344578,12,0.01221262,4,0.00311667,,,1,0.00065327,192,0.00526823,1,0.00127518,693,0.03204424
Mental Stability,Physical and Inherent Abilities,Personal Attributes,,,,,,,12,0.00096244,,,,,,,,,,,,,,,,,,,,,1,0.00005558,,,,,,,,,,,,,10,0.0004624
Vietnamese Language,Media and Communications,Language Competency,,,2,0.00066727,,,9,0.00072183,4,0.00114176,5,0.0013064,41,0.00568963,6,0.00134116,,,,,2,0.00103428,,,,,5,0.00055996,23,0.00127827,5,0.00508859,,,,,,,142,0.0038963,,,245,0.01132877
Sense Of Smell,Physical and Inherent Abilities,Physical Abilities,,,,,,,1,0.0000802,1,0.00028544,,,11,0.00152649,,,1,0.00439425,,,6,0.00310284,,,,,2,0.00022399,,,1,0.00101772,,,1,0.00406554,6,0.00391962,68,0.00186583,,,21,0.00097104
Body Language,Media and Communications,Communication,,,32,0.01067628,,,49,0.00392998,2,0.00057088,17,0.00444176,73,0.01013032,49,0.01095278,,,,,5,0.0025857,,,2,0.00595327,147,0.01646297,177,0.00983714,6,0.00610631,,,1,0.00406554,,,416,0.0114145,,,632,0.02922361
Email Etiquette,Media and Communications,Communication,,,5,0.00166817,,,50,0.00401018,1,0.00028544,1,0.00026128,8,0.00111017,29,0.00648226,,,,,,,,,,,12,0.00134392,10,0.00055577,,,1,0.00077917,1,0.00406554,8,0.00522616,105,0.00288106,,,62,0.00286687
Cognitive Flexibility,Physical and Inherent Abilities,Personal Attributes,,,,,,,1,0.0000802,,,,,1,0.00013877,,,,,,,,,,,,,,,2,0.00011115,,,,,,,,,45,0.00123474,,,8,0.00036992
Bengali Language,Media and Communications,Language Competency,,,19,0.00633904,,,2,0.00016041,37,0.01056126,3,0.00078384,62,0.00860383,1,0.00022353,,,,,,,,,,,13,0.00145591,74,0.0041127,1,0.00101772,,,,,,,97,0.00266155,2,0.00255037,27,0.00124848
Information Literacy,Information Technology,Basic Technical Knowledge,,,7,0.00233544,,,7,0.00056143,1,0.00028544,14,0.00365792,14,0.0019428,8,0.00178821,,,,,5,0.0025857,,,5,0.01488317,173,0.01937479,23,0.00127827,1,0.00101772,4,0.00311667,1,0.00406554,1,0.00065327,116,0.00318289,,,7,0.00032368
Questioning Skills,Media and Communications,Communication,,,2,0.00066727,,,18,0.00144367,3,0.00085632,2,0.00052256,3,0.00041631,17,0.00379994,,,,,1,0.00051714,,,,,10,0.00111993,33,0.00183404,,,,,1,0.00406554,63,0.04115603,40,0.00109755,,,62,0.00286687
Dynamic Personality,Physical and Inherent Abilities,Personal Attributes,,,28,0.00934174,,,38,0.00304774,3,0.00085632,73,0.01907345,71,0.00985278,52,0.01162336,2,0.0087885,,,32,0.0165485,,,11,0.03274297,74,0.00828748,137,0.00761406,3,0.00305316,2,0.00155834,5,0.02032768,15,0.00979905,422,0.01157913,6,0.00765111,266,0.01229981
Computer Terminals,Information Technology,Basic Technical Knowledge,,,60,0.02001802,,,22,0.00176448,221,0.06308212,15,0.0039192,309,0.0428804,10,0.00223526,,,,,,,,,,,95,0.01063933,34,0.00188962,1,0.00101772,,,,,,,60,0.00164632,9,0.01147666,1703,0.07874653
Level Headed,Physical and Inherent Abilities,Personal Attributes,,,,,,,8,0.00064163,2,0.00057088,,,2,0.00027754,2,0.00044705,6,0.02636551,,,,,,,,,23,0.00257584,18,0.00100039,,,2,0.00155834,1,0.00406554,8,0.00522616,81,0.00222254,5,0.00637592,11,0.00050864
Web Navigation,Information Technology,Basic Technical Knowledge,,,6,0.0020018,,,161,0.01291279,9,0.00256896,13,0.00339664,34,0.00471823,42,0.0093881,,,,,,,,,,,29,0.0032478,25,0.00138943,5,0.00508859,8,0.00623335,1,0.00406554,24,0.01567849,211,0.00578957,5,0.00637592,75,0.00346799
Social Perceptiveness,Physical and Inherent Abilities,Social Skills,,,3,0.0010009,,,16,0.00128326,1,0.00028544,13,0.00339664,6,0.00083263,10,0.00223526,,,,,,,,,,,23,0.00257584,13,0.0007225,2,0.00203544,3,0.0023375,,,,,102,0.00279875,,,51,0.00235823
Pashto Language,Media and Communications,Language Competency,,,1,0.00033363,,,5,0.00040102,21,0.00599423,12,0.00313536,16,0.00222034,3,0.00067058,,,,,,,,,,,83,0.00929542,10,0.00055577,2,0.00203544,1,0.00077917,,,,,65,0.00178352,,,12,0.00055488
Transformational Leadership,Physical and Inherent Abilities,Initiative and Leadership,,,3,0.0010009,,,9,0.00072183,5,0.0014272,1,0.00026128,5,0.00069386,1,0.00022353,1,0.00439425,,,,,,,2,0.00595327,9,0.00100794,37,0.00205635,2,0.00203544,,,,,6,0.00391962,48,0.00131706,,,154,0.00712094
Elementary Mathematics,Education and Training,Childhood Education and Development,,,,,,,2,0.00016041,1,0.00028544,,,,,2,0.00044705,,,,,,,,,,,,,6,0.00033346,,,,,,,,,9,0.00024695,,,13,0.00060112
Extroverted,Physical and Inherent Abilities,Personal Attributes,,,1,0.00033363,,,4,0.00032081,1,0.00028544,2,0.00052256,3,0.00041631,8,0.00178821,,,,,6,0.00310284,,,,,9,0.00100794,24,0.00133385,,,,,,,,,619,0.01698456,,,15,0.0006936
Lateral Thinking,Physical and Inherent Abilities,Critical Thinking and Problem Solving,,,15,0.0050045,,,77,0.00617568,2,0.00057088,1,0.00026128,16,0.00222034,5,0.00111763,,,,,1,0.00051714,,,,,28,0.0031358,119,0.00661367,2,0.00203544,1,0.00077917,3,0.01219661,1,0.00065327,256,0.00702431,,,14,0.00064736
Urdu Language,Media and Communications,Language Competency,,,206,0.06872852,,,17,0.00136346,28,0.0079923,8,0.00209024,319,0.04426811,3,0.00067058,,,,,4,0.00206856,,,,,379,0.04244534,558,0.03101199,29,0.02951384,2,0.00155834,7,0.02845876,1,0.00065327,2680,0.07353573,,,41,0.00189584
Improvisation,"Performing Arts, Sports, and Recreation",Theatre and Performance Art,,,,,,,5,0.00040102,,,,,13,0.00180403,2,0.00044705,,,,,,,,,,,3,0.00033598,,,,,,,,,,,5,0.00013719,,,2,0.00009248
Hand Signals,Media and Communications,Communication,,,1,0.00033363,,,2,0.00016041,76,0.0216934,,,49,0.0067998,,,,,,,,,,,,,5,0.00055996,6,0.00033346,,,,,,,,,12,0.00032926,,,19,0.00087856
Self Evaluation,Physical and Inherent Abilities,Initiative and Leadership,,,4,0.00133453,,,46,0.00368937,5,0.0014272,30,0.0078384,7,0.0009714,4,0.0008941,,,,,2,0.00103428,,,4,0.01190653,70,0.00783951,30,0.00166731,6,0.00610631,2,0.00155834,,,28,0.01829157,410,0.01124987,4,0.00510074,30,0.0013872
